! Num of CLM soil layers (for soil hydrology)
clm_nlevsoi 10

! Num of CLM ground layers (for soil heat transport)
clm_nlevgrnd 15

! Num of CLM layers mapped
clm_nlev_mapped 10

! Num of PFLOTRAN soil layers
pflotran_nlev 10

! Num of PFLOTRAN soil layers mapped
pflotran_nlev_mapped 10

! Num of weights
num_weights 2000

! FORMAT:
! clm_cell_idx pf_cell_idx weight
!
! Note: 'pf_cell_idx' and 'clm_cell_idx' are in natural-order
!
1 1801 1.000000
2 1601 1.000000
3 1401 1.000000
4 1201 1.000000
5 1001 1.000000
6 801 1.000000
7 601 1.000000
8 401 1.000000
9 201 1.000000
10 1 1.000000
11 1802 1.000000
12 1602 1.000000
13 1402 1.000000
14 1202 1.000000
15 1002 1.000000
16 802 1.000000
17 602 1.000000
18 402 1.000000
19 202 1.000000
20 2 1.000000
21 1803 1.000000
22 1603 1.000000
23 1403 1.000000
24 1203 1.000000
25 1003 1.000000
26 803 1.000000
27 603 1.000000
28 403 1.000000
29 203 1.000000
30 3 1.000000
31 1804 1.000000
32 1604 1.000000
33 1404 1.000000
34 1204 1.000000
35 1004 1.000000
36 804 1.000000
37 604 1.000000
38 404 1.000000
39 204 1.000000
40 4 1.000000
41 1805 1.000000
42 1605 1.000000
43 1405 1.000000
44 1205 1.000000
45 1005 1.000000
46 805 1.000000
47 605 1.000000
48 405 1.000000
49 205 1.000000
50 5 1.000000
51 1806 1.000000
52 1606 1.000000
53 1406 1.000000
54 1206 1.000000
55 1006 1.000000
56 806 1.000000
57 606 1.000000
58 406 1.000000
59 206 1.000000
60 6 1.000000
61 1807 1.000000
62 1607 1.000000
63 1407 1.000000
64 1207 1.000000
65 1007 1.000000
66 807 1.000000
67 607 1.000000
68 407 1.000000
69 207 1.000000
70 7 1.000000
71 1808 1.000000
72 1608 1.000000
73 1408 1.000000
74 1208 1.000000
75 1008 1.000000
76 808 1.000000
77 608 1.000000
78 408 1.000000
79 208 1.000000
80 8 1.000000
81 1809 1.000000
82 1609 1.000000
83 1409 1.000000
84 1209 1.000000
85 1009 1.000000
86 809 1.000000
87 609 1.000000
88 409 1.000000
89 209 1.000000
90 9 1.000000
91 1810 1.000000
92 1610 1.000000
93 1410 1.000000
94 1210 1.000000
95 1010 1.000000
96 810 1.000000
97 610 1.000000
98 410 1.000000
99 210 1.000000
100 10 1.000000
101 1811 1.000000
102 1611 1.000000
103 1411 1.000000
104 1211 1.000000
105 1011 1.000000
106 811 1.000000
107 611 1.000000
108 411 1.000000
109 211 1.000000
110 11 1.000000
111 1812 1.000000
112 1612 1.000000
113 1412 1.000000
114 1212 1.000000
115 1012 1.000000
116 812 1.000000
117 612 1.000000
118 412 1.000000
119 212 1.000000
120 12 1.000000
121 1813 1.000000
122 1613 1.000000
123 1413 1.000000
124 1213 1.000000
125 1013 1.000000
126 813 1.000000
127 613 1.000000
128 413 1.000000
129 213 1.000000
130 13 1.000000
131 1814 1.000000
132 1614 1.000000
133 1414 1.000000
134 1214 1.000000
135 1014 1.000000
136 814 1.000000
137 614 1.000000
138 414 1.000000
139 214 1.000000
140 14 1.000000
141 1815 1.000000
142 1615 1.000000
143 1415 1.000000
144 1215 1.000000
145 1015 1.000000
146 815 1.000000
147 615 1.000000
148 415 1.000000
149 215 1.000000
150 15 1.000000
151 1816 1.000000
152 1616 1.000000
153 1416 1.000000
154 1216 1.000000
155 1016 1.000000
156 816 1.000000
157 616 1.000000
158 416 1.000000
159 216 1.000000
160 16 1.000000
161 1817 1.000000
162 1617 1.000000
163 1417 1.000000
164 1217 1.000000
165 1017 1.000000
166 817 1.000000
167 617 1.000000
168 417 1.000000
169 217 1.000000
170 17 1.000000
171 1818 1.000000
172 1618 1.000000
173 1418 1.000000
174 1218 1.000000
175 1018 1.000000
176 818 1.000000
177 618 1.000000
178 418 1.000000
179 218 1.000000
180 18 1.000000
181 1819 1.000000
182 1619 1.000000
183 1419 1.000000
184 1219 1.000000
185 1019 1.000000
186 819 1.000000
187 619 1.000000
188 419 1.000000
189 219 1.000000
190 19 1.000000
191 1820 1.000000
192 1620 1.000000
193 1420 1.000000
194 1220 1.000000
195 1020 1.000000
196 820 1.000000
197 620 1.000000
198 420 1.000000
199 220 1.000000
200 20 1.000000
201 1821 1.000000
202 1621 1.000000
203 1421 1.000000
204 1221 1.000000
205 1021 1.000000
206 821 1.000000
207 621 1.000000
208 421 1.000000
209 221 1.000000
210 21 1.000000
211 1822 1.000000
212 1622 1.000000
213 1422 1.000000
214 1222 1.000000
215 1022 1.000000
216 822 1.000000
217 622 1.000000
218 422 1.000000
219 222 1.000000
220 22 1.000000
221 1823 1.000000
222 1623 1.000000
223 1423 1.000000
224 1223 1.000000
225 1023 1.000000
226 823 1.000000
227 623 1.000000
228 423 1.000000
229 223 1.000000
230 23 1.000000
231 1824 1.000000
232 1624 1.000000
233 1424 1.000000
234 1224 1.000000
235 1024 1.000000
236 824 1.000000
237 624 1.000000
238 424 1.000000
239 224 1.000000
240 24 1.000000
241 1825 1.000000
242 1625 1.000000
243 1425 1.000000
244 1225 1.000000
245 1025 1.000000
246 825 1.000000
247 625 1.000000
248 425 1.000000
249 225 1.000000
250 25 1.000000
251 1826 1.000000
252 1626 1.000000
253 1426 1.000000
254 1226 1.000000
255 1026 1.000000
256 826 1.000000
257 626 1.000000
258 426 1.000000
259 226 1.000000
260 26 1.000000
261 1827 1.000000
262 1627 1.000000
263 1427 1.000000
264 1227 1.000000
265 1027 1.000000
266 827 1.000000
267 627 1.000000
268 427 1.000000
269 227 1.000000
270 27 1.000000
271 1828 1.000000
272 1628 1.000000
273 1428 1.000000
274 1228 1.000000
275 1028 1.000000
276 828 1.000000
277 628 1.000000
278 428 1.000000
279 228 1.000000
280 28 1.000000
281 1829 1.000000
282 1629 1.000000
